sequence_number,batch,analysis_id,kit_id,lab_id,project,sequence_type,sequence_version,kneaddata_fastq,stat_csv,metaphlan_file,pathway_abun,ec_abun,genes_abun,ko_abun,raw_data_forward,raw_data_reverse
B16AMD0858,BATCH16,,AMDJ-3XX7-H9R9,AMD0858,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0858/kneaddata/B16AMD0858.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0858/kneaddata/B16AMD0858_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0858/metaphlan/B16AMD0858_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0858/humann/B16AMD0858_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0858/humann/B16AMD0858_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0858/humann/B16AMD0858_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0858/humann/B16AMD0858_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0858_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0858_2.fastq.gz
B16AMD0858,BATCH16,,AMDJ-3XX7-H9R9,AMD0858,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0858/kneaddata/B16AMD0858.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0858/kneaddata/B16AMD0858_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0858/metaphlan/B16AMD0858_metaphlan.tsv,,,,,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0858_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0858_2.fastq.gz
B16AMD0863,BATCH16,,AMDJ-J49U-TZDF,AMD0863,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0863/kneaddata/B16AMD0863.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0863/kneaddata/B16AMD0863_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0863/metaphlan/B16AMD0863_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0863/humann/B16AMD0863_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0863/humann/B16AMD0863_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0863/humann/B16AMD0863_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0863/humann/B16AMD0863_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0863_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0863_2.fastq.gz
B16AMD0863,BATCH16,,AMDJ-J49U-TZDF,AMD0863,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0863/kneaddata/B16AMD0863.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0863/kneaddata/B16AMD0863_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0863/metaphlan/B16AMD0863_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0863/humann/B16AMD0863_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0863/humann/B16AMD0863_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0863/humann/B16AMD0863_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0863/humann/B16AMD0863_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0863_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0863_2.fastq.gz
B16AMD0864,BATCH16,,AMDJ-VJBU-TUX4,AMD0864,AMD,SHOTGUN,v3,,s3://amili-global-archive/SHOTGUN/v3/batch13/B16AMD0864/kneaddata/B16AMD0864_stat.tsv,,,,,,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0864_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0864_2.fastq.gz
B16AMD0864,BATCH16,,AMDJ-VJBU-TUX4,AMD0864,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0864/kneaddata/B16AMD0864.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0864/kneaddata/B16AMD0864_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0864/metaphlan/B16AMD0864_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0864/humann/B16AMD0864_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0864/humann/B16AMD0864_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0864/humann/B16AMD0864_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0864/humann/B16AMD0864_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0864_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0864_2.fastq.gz
B16AMD0864,BATCH16,,AMDJ-VJBU-TUX4,AMD0864,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0864/kneaddata/B16AMD0864.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0864/kneaddata/B16AMD0864_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0864/metaphlan/B16AMD0864_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0864/humann/B16AMD0864_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0864/humann/B16AMD0864_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0864/humann/B16AMD0864_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0864/humann/B16AMD0864_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0864_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0864_2.fastq.gz
B16AMD0865,BATCH16,,AMDJ-656S-MJEA,AMD0865,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0865/kneaddata/B16AMD0865.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0865/kneaddata/B16AMD0865_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0865/metaphlan/B16AMD0865_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0865/humann/B16AMD0865_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0865/humann/B16AMD0865_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0865/humann/B16AMD0865_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16-98samples/B16AMD0865/humann/B16AMD0865_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0865_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0865_2.fastq.gz
B16AMD0865,BATCH16,,AMDJ-656S-MJEA,AMD0865,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0865/kneaddata/B16AMD0865.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0865/kneaddata/B16AMD0865_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_16/B16AMD0865/metaphlan/B16AMD0865_metaphlan.tsv,,,,,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0865_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_16-98samples/B16AMD0865_2.fastq.gz
B23AMD0156,BATCH23,,AMDJ-T8Y2-9WU7,AMD0156,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0156/kneaddata/B23AMD0156.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0156/kneaddata/B23AMD0156_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0156/metaphlan/B23AMD0156_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0156/humann/B23AMD0156_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0156/humann/B23AMD0156_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0156/humann/B23AMD0156_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0156/humann/B23AMD0156_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0156_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0156_2.fastq.gz
B23AMD0156,BATCH23,,AMDJ-T8Y2-9WU7,AMD0156,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0156/kneaddata/B23AMD0156.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0156/kneaddata/B23AMD0156_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0156/metaphlan/B23AMD0156_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0156/humann/B23AMD0156_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0156/humann/B23AMD0156_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0156/humann/B23AMD0156_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0156/humann/B23AMD0156_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0156_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0156_2.fastq.gz
B23AMD0833,BATCH23,,AMDJ-6JST-NUHZ,AMD0833,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0833/kneaddata/B23AMD0833.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0833/kneaddata/B23AMD0833_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0833/metaphlan/B23AMD0833_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0833/humann/B23AMD0833_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0833/humann/B23AMD0833_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0833/humann/B23AMD0833_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0833/humann/B23AMD0833_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0833_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0833_2.fastq.gz
B23AMD0833,BATCH23,,AMDJ-6JST-NUHZ,AMD0833,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0833/kneaddata/B23AMD0833.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0833/kneaddata/B23AMD0833_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0833/metaphlan/B23AMD0833_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0833/humann/B23AMD0833_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0833/humann/B23AMD0833_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0833/humann/B23AMD0833_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0833/humann/B23AMD0833_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0833_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0833_2.fastq.gz
B23AMD0836,BATCH23,,AMDJ-QNNH-GJ9C,AMD0836,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0836/kneaddata/B23AMD0836.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0836/kneaddata/B23AMD0836_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0836/metaphlan/B23AMD0836_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0836/humann/B23AMD0836_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0836/humann/B23AMD0836_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0836/humann/B23AMD0836_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0836/humann/B23AMD0836_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0836_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0836_2.fastq.gz
B23AMD0836,BATCH23,,AMDJ-QNNH-GJ9C,AMD0836,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0836/kneaddata/B23AMD0836.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0836/kneaddata/B23AMD0836_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0836/metaphlan/B23AMD0836_metaphlan.tsv,,,,,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0836_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0836_2.fastq.gz
B23AMD0860,BATCH23,,AMDJ-J4AR-U2R3,AMD0860,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0860/kneaddata/B23AMD0860.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0860/kneaddata/B23AMD0860_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0860/metaphlan/B23AMD0860_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0860/humann/B23AMD0860_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0860/humann/B23AMD0860_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0860/humann/B23AMD0860_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0860/humann/B23AMD0860_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0860_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0860_2.fastq.gz
B23AMD0861,BATCH23,,AMDJ-U2M3-9U8R,AMD0861,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0861/kneaddata/B23AMD0861.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0861/kneaddata/B23AMD0861_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0861/metaphlan/B23AMD0861_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0861/humann/B23AMD0861_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0861/humann/B23AMD0861_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0861/humann/B23AMD0861_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0861/humann/B23AMD0861_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0861_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0861_2.fastq.gz
B23AMD0862,BATCH23,,AMDJ-M2AC-8UHY,AMD0862,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0862/kneaddata/B23AMD0862.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0862/kneaddata/B23AMD0862_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0862/metaphlan/B23AMD0862_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0862/humann/B23AMD0862_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0862/humann/B23AMD0862_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0862/humann/B23AMD0862_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0862/humann/B23AMD0862_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0862_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0862_2.fastq.gz
B23AMD0862,BATCH23,,AMDJ-M2AC-8UHY,AMD0862,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0862/kneaddata/B23AMD0862.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0862/kneaddata/B23AMD0862_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0862/metaphlan/B23AMD0862_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0862/humann/B23AMD0862_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0862/humann/B23AMD0862_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0862/humann/B23AMD0862_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0862/humann/B23AMD0862_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0862_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0862_2.fastq.gz
B23AMD0870,BATCH23,,AMDJ-8D6D-RSH7,AMD0870,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0870/kneaddata/B23AMD0870.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0870/kneaddata/B23AMD0870_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0870/metaphlan/B23AMD0870_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0870/humann/B23AMD0870_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0870/humann/B23AMD0870_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0870/humann/B23AMD0870_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0870/humann/B23AMD0870_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0870_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0870_2.fastq.gz
B23AMD0870,BATCH23,,AMDJ-8D6D-RSH7,AMD0870,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0870/kneaddata/B23AMD0870.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0870/kneaddata/B23AMD0870_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0870/metaphlan/B23AMD0870_metaphlan.tsv,,,,,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0870_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0870_2.fastq.gz
B23AMD0875,BATCH23,,AMDJ-ZACD-WXC4,AMD0875,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0875/kneaddata/B23AMD0875.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0875/kneaddata/B23AMD0875_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0875/metaphlan/B23AMD0875_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0875/humann/B23AMD0875_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0875/humann/B23AMD0875_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0875/humann/B23AMD0875_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23-34Samples/B23AMD0875/humann/B23AMD0875_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0875_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0875_2.fastq.gz
B23AMD0875,BATCH23,,AMDJ-ZACD-WXC4,AMD0875,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0875/kneaddata/B23AMD0875.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0875/kneaddata/B23AMD0875_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0875/metaphlan/B23AMD0875_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0875/humann/B23AMD0875_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0875/humann/B23AMD0875_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0875/humann/B23AMD0875_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_23/B23AMD0875/humann/B23AMD0875_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0875_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_23-34Samples/B23AMD0875_2.fastq.gz
B05AML_AMD_0178,BATCH5,,AMDJ-K264-VG3Y,AMD0178,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0178/kneaddata/B05AML_AMD_0178.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0178/kneaddata/B05AML_AMD_0178_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0178/metaphlan/B05AML_AMD_0178_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0178/humann/B05AML_AMD_0178_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0178/humann/B05AML_AMD_0178_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0178/humann/B05AML_AMD_0178_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0178/humann/B05AML_AMD_0178_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0178_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0178_2.fastq.gz
B05AML_AMD_0293,BATCH5,,AMDJ-2B7M-W3S7,AMD0293,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0293/kneaddata/B05AML_AMD_0293.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0293/kneaddata/B05AML_AMD_0293_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0293/metaphlan/B05AML_AMD_0293_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0293/humann/B05AML_AMD_0293_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0293/humann/B05AML_AMD_0293_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0293/humann/B05AML_AMD_0293_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0293/humann/B05AML_AMD_0293_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0293_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0293_2.fastq.gz
B05AML_AMD_0298,BATCH5,,AMDJ-FUWY-BBB2,AMD0298,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0298/kneaddata/B05AML_AMD_0298.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0298/kneaddata/B05AML_AMD_0298_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0298/metaphlan/B05AML_AMD_0298_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0298/humann/B05AML_AMD_0298_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0298/humann/B05AML_AMD_0298_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0298/humann/B05AML_AMD_0298_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_5/B05AML_AMD_0298/humann/B05AML_AMD_0298_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0298_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_5-104samples/B05AML_AMD_0298_2.fastq.gz
